"","State","flu_like_deaths","detrended","detrended_flu_like","median","median_flu_like","Week.Ending.Date","Total.Deaths","data_set","MMWR.Week","centered","centered_flu_like","non_flu_deaths","detrended_non_flu_like","centered_non_flu_like"
"4582","Georgia",211,1618.91954022989,217.737704918033,1499.59770114943,24.5327868852459,2021-11-20,1863,"2020-2021",46,119.32183908046,193.204918032787,1652,1401.18183531185,-73.8830789523271
"4583","Georgia",143,1545.32567049808,149.754098360656,1529.7662835249,30.827868852459,2021-11-27,1790,"2020-2021",47,15.5593869731799,118.926229508197,1647,1395.57157213743,-103.366842535017
"4584","Georgia",178,1606.73180076628,184.770491803279,1533.02873563218,32.1311475409836,2021-12-04,1852,"2020-2021",48,73.7030651340999,152.639344262295,1674,1421.961308963,-78.9362791281952
"4585","Georgia",184,1625.13793103448,190.786885245902,1589.69731800766,30.7868852459016,2021-12-11,1871,"2020-2021",49,35.4406130268198,160,1687,1434.35104578858,-124.55938697318
"4586","Georgia",200,1496.54406130268,206.803278688525,1597.7816091954,40.4508196721311,2021-12-18,1743,"2020-2021",50,-101.23754789272,166.352459016393,1543,1289.74078261416,-267.590006909114
"4587","Georgia",183,1493.95019157088,189.819672131148,1590.95019157088,37.172131147541,2021-12-25,1741,"2020-2021",51,-96.9999999999998,152.647540983607,1558,1304.13051943973,-249.647540983606
"4588","Hawaii",NA,218,NA,228.979452054795,14.5,2014-01-04,218,"2014-2019",1,-10.9794520547945,NA,NA,NA,NA
"4589","Hawaii",NA,205.958904109589,NA,221.164383561644,13,2014-01-11,206,"2014-2019",2,-15.2054794520548,NA,NA,NA,NA
"4590","Hawaii",16,226.917808219178,16,231.828767123288,16.5,2014-01-18,227,"2014-2019",3,-4.91095890410958,-0.5,211,210.917808219178,-4.41095890410958
"4591","Hawaii",NA,202.876712328767,NA,210.356164383562,14,2014-01-25,203,"2014-2019",4,-7.47945205479454,NA,NA,NA,NA
"4592","Hawaii",11,210.835616438356,11,216.246575342466,13,2014-02-01,211,"2014-2019",5,-5.41095890410961,-2,200,199.835616438356,-3.41095890410961
"4593","Hawaii",11,227.794520547945,11,217.068493150685,11.5,2014-02-08,228,"2014-2019",6,10.7260273972603,-0.5,217,216.794520547945,11.2260273972603
"4594","Hawaii",NA,219.753424657534,NA,220.527397260274,13,2014-02-15,220,"2014-2019",7,-0.773972602739718,NA,NA,NA,NA
"4595","Hawaii",14,215.712328767123,14,213.554794520548,14,2014-02-22,216,"2014-2019",8,2.15753424657535,0,202,201.712328767123,2.15753424657535
"4596","Hawaii",NA,221.671232876712,NA,223.082191780822,14.5,2014-03-01,222,"2014-2019",9,-1.41095890410958,NA,NA,NA,NA
"4597","Hawaii",NA,214.630136986301,NA,225.335616438356,12,2014-03-08,215,"2014-2019",10,-10.7054794520548,NA,NA,NA,NA
"4598","Hawaii",NA,203.58904109589,NA,221.27397260274,13.5,2014-03-15,204,"2014-2019",11,-17.6849315068493,NA,NA,NA,NA
"4599","Hawaii",NA,226.547945205479,NA,212.595890410959,15.5,2014-03-22,227,"2014-2019",12,13.9520547945205,NA,NA,NA,NA
"4600","Hawaii",13,218.506849315069,13,219.143835616438,13,2014-03-29,219,"2014-2019",13,-0.636986301369859,0,206,205.506849315069,-0.636986301369859
"4601","Hawaii",19,225.465753424658,19,215.445205479452,15,2014-04-05,226,"2014-2019",14,10.0205479452055,4,207,206.465753424658,6.02054794520546
"4602","Hawaii",NA,205.424657534247,NA,205.198630136986,11,2014-04-12,206,"2014-2019",15,0.226027397260253,NA,NA,NA,NA
"4603","Hawaii",NA,227.383561643836,NA,195.068493150685,12,2014-04-19,228,"2014-2019",16,32.3150684931506,NA,NA,NA,NA
"4604","Hawaii",11,191.342465753425,11,201.390410958904,11,2014-04-26,192,"2014-2019",17,-10.0479452054795,0,181,180.342465753425,-10.0479452054795
"4605","Hawaii",10,213.301369863014,10,213.006849315069,10.5,2014-05-03,214,"2014-2019",18,0.294520547945183,-0.5,204,203.301369863014,0.794520547945183
"4606","Hawaii",NA,215.260273972603,NA,212.876712328767,14,2014-05-10,216,"2014-2019",19,2.38356164383558,NA,NA,NA,NA
"4607","Hawaii",NA,214.219178082192,NA,214.061643835616,14,2014-05-17,215,"2014-2019",20,0.157534246575324,NA,NA,NA,NA
"4608","Hawaii",NA,195.178082191781,NA,201.157534246575,13,2014-05-24,196,"2014-2019",21,-5.97945205479456,NA,NA,NA,NA
"4609","Hawaii",NA,208.13698630137,NA,199.684931506849,11,2014-05-31,209,"2014-2019",22,8.45205479452051,NA,NA,NA,NA
"4610","Hawaii",NA,213.095890410959,NA,207.643835616438,17,2014-06-07,214,"2014-2019",23,5.45205479452054,NA,NA,NA,NA
"4611","Hawaii",NA,204.054794520548,NA,218.965753424658,11,2014-06-14,205,"2014-2019",24,-14.9109589041096,NA,NA,NA,NA
"4612","Hawaii",11,229.013698630137,11,216.493150684932,12,2014-06-21,230,"2014-2019",25,12.5205479452054,-1,219,218.013698630137,13.5205479452054
"4613","Hawaii",13,186.972602739726,13,201.520547945206,14,2014-06-28,188,"2014-2019",26,-14.5479452054795,-1,175,173.972602739726,-13.5479452054795
"4614","Hawaii",NA,200.931506849315,NA,198.705479452055,13,2014-07-05,202,"2014-2019",27,2.22602739726025,NA,NA,NA,NA
"4615","Hawaii",NA,187.890410958904,NA,209.869863013699,11,2014-07-12,189,"2014-2019",28,-21.9794520547945,NA,NA,NA,NA
"4616","Hawaii",10,212.849315068493,10,199.397260273973,12,2014-07-19,214,"2014-2019",29,13.4520547945205,-2,204,202.849315068493,15.4520547945205
"4617","Hawaii",NA,201.808219178082,NA,201.513698630137,15,2014-07-26,203,"2014-2019",30,0.294520547945183,NA,NA,NA,NA
"4618","Hawaii",NA,196.767123287671,NA,194.678082191781,10,2014-08-02,198,"2014-2019",31,2.08904109589039,NA,NA,NA,NA
"4619","Hawaii",NA,214.72602739726,NA,204.63698630137,11,2014-08-09,216,"2014-2019",32,10.0890410958904,NA,NA,NA,NA
"4620","Hawaii",NA,193.684931506849,NA,199.164383561644,13,2014-08-16,195,"2014-2019",33,-5.47945205479454,NA,NA,NA,NA
"4621","Hawaii",NA,215.643835616438,NA,192.191780821918,11,2014-08-23,217,"2014-2019",34,23.4520547945205,NA,NA,NA,NA
"4622","Hawaii",NA,201.602739726027,NA,203.945205479452,13,2014-08-30,203,"2014-2019",35,-2.34246575342465,NA,NA,NA,NA
"4623","Hawaii",NA,229.561643835616,NA,202.041095890411,13,2014-09-06,231,"2014-2019",36,27.5205479452055,NA,NA,NA,NA
"4624","Hawaii",NA,199.520547945205,NA,219.568493150685,13,2014-09-13,201,"2014-2019",37,-20.0479452054795,NA,NA,NA,NA
"4625","Hawaii",13,216.479452054795,13,208.253424657534,10,2014-09-20,218,"2014-2019",38,8.22602739726028,3,205,203.479452054795,5.22602739726028
"4626","Hawaii",NA,202.438356164384,NA,199.780821917808,14,2014-09-27,204,"2014-2019",39,2.65753424657535,NA,NA,NA,NA
"4627","Hawaii",11,186.397260273973,11,202.013698630137,11.5,2014-10-04,188,"2014-2019",40,-15.6164383561644,-0.5,177,175.397260273973,-15.1164383561644
"4628","Hawaii",NA,200.356164383562,NA,194.904109589041,10,2014-10-11,202,"2014-2019",41,5.45205479452054,NA,NA,NA,NA
"4629","Hawaii",NA,186.315068493151,NA,197.294520547945,11,2014-10-18,188,"2014-2019",42,-10.9794520547945,NA,NA,NA,NA
"4630","Hawaii",NA,166.27397260274,NA,181.253424657534,15,2014-10-25,168,"2014-2019",43,-14.9794520547946,NA,NA,NA,NA
"4631","Hawaii",NA,216.232876712329,NA,213.075342465753,11,2014-11-01,218,"2014-2019",44,3.15753424657532,NA,NA,NA,NA
"4632","Hawaii",NA,194.191780821918,NA,199.671232876712,13,2014-11-08,196,"2014-2019",45,-5.47945205479456,NA,NA,NA,NA
"4633","Hawaii",NA,180.150684931507,NA,189.061643835616,14,2014-11-15,182,"2014-2019",46,-8.91095890410963,NA,NA,NA,NA
"4634","Hawaii",NA,176.109589041096,NA,195.86301369863,11,2014-11-22,178,"2014-2019",47,-19.7534246575343,NA,NA,NA,NA
"4635","Hawaii",NA,189.068493150685,NA,202.116438356164,15,2014-11-29,191,"2014-2019",48,-13.0479452054795,NA,NA,NA,NA
"4636","Hawaii",11,196.027397260274,11,209.280821917808,12.5,2014-12-06,198,"2014-2019",49,-13.2534246575343,-1.5,187,185.027397260274,-11.7534246575343
"4637","Hawaii",NA,188.986301369863,NA,203.534246575342,15,2014-12-13,191,"2014-2019",50,-14.5479452054795,NA,NA,NA,NA
"4638","Hawaii",NA,232.945205479452,NA,217.424657534247,14,2014-12-20,235,"2014-2019",51,15.5205479452055,NA,NA,NA,NA
"4639","Hawaii",12,190.904109589041,12,219.452054794521,13,2014-12-27,193,"2014-2019",52,-28.5479452054795,-1,181,178.904109589041,-27.5479452054795
"4640","Hawaii",11,212.86301369863,11,212.86301369863,11,2015-01-03,215,"2014-2019",53,0,0,204,201.86301369863,0
"4641","Hawaii",12,262.821917808219,12,228.979452054795,14.5,2015-01-10,265,"2014-2019",1,33.8424657534247,-2.5,253,250.821917808219,36.3424657534247
"4642","Hawaii",13,255.780821917808,13,221.164383561644,13,2015-01-17,258,"2014-2019",2,34.6164383561644,0,245,242.780821917808,34.6164383561644
"4643","Hawaii",NA,236.739726027397,NA,231.828767123288,16.5,2015-01-24,239,"2014-2019",3,4.91095890410961,NA,NA,NA,NA
"4644","Hawaii",17,226.698630136986,17,210.356164383562,14,2015-01-31,229,"2014-2019",4,16.3424657534246,3,212,209.698630136986,13.3424657534246
"4645","Hawaii",16,257.657534246575,16,216.246575342466,13,2015-02-07,260,"2014-2019",5,41.4109589041095,3,244,241.657534246575,38.4109589041095
"4646","Hawaii",14,239.616438356164,14,217.068493150685,11.5,2015-02-14,242,"2014-2019",6,22.5479452054794,2.5,228,225.616438356164,20.0479452054794
"4647","Hawaii",NA,219.575342465753,NA,220.527397260274,13,2015-02-21,222,"2014-2019",7,-0.952054794520535,NA,NA,NA,NA
"4648","Hawaii",15,197.534246575342,15,213.554794520548,14,2015-02-28,200,"2014-2019",8,-16.0205479452055,1,185,182.534246575342,-17.0205479452055
"4649","Hawaii",14,224.493150684932,14,223.082191780822,14.5,2015-03-07,227,"2014-2019",9,1.41095890410961,-0.5,213,210.493150684932,1.91095890410961
"4650","Hawaii",NA,213.452054794521,NA,225.335616438356,12,2015-03-14,216,"2014-2019",10,-11.8835616438356,NA,NA,NA,NA
"4651","Hawaii",10,225.41095890411,10,221.27397260274,13.5,2015-03-21,228,"2014-2019",11,4.13698630136986,-3.5,218,215.41095890411,7.63698630136986
"4652","Hawaii",NA,198.369863013699,NA,212.595890410959,15.5,2015-03-28,201,"2014-2019",12,-14.2260273972603,NA,NA,NA,NA
"4653","Hawaii",NA,207.328767123288,NA,219.143835616438,13,2015-04-04,210,"2014-2019",13,-11.8150684931507,NA,NA,NA,NA
"4654","Hawaii",11,194.287671232877,11,215.445205479452,15,2015-04-11,197,"2014-2019",14,-21.1575342465754,-4,186,183.287671232877,-17.1575342465754
"4655","Hawaii",NA,206.246575342466,NA,205.198630136986,11,2015-04-18,209,"2014-2019",15,1.04794520547946,NA,NA,NA,NA
"4656","Hawaii",14,194.205479452055,14,195.068493150685,12,2015-04-25,197,"2014-2019",16,-0.863013698630141,2,183,180.205479452055,-2.86301369863014
"4657","Hawaii",10,191.164383561644,10,201.390410958904,11,2015-05-02,194,"2014-2019",17,-10.2260273972603,-1,184,181.164383561644,-9.22602739726031
"4658","Hawaii",NA,231.123287671233,NA,213.006849315069,10.5,2015-05-09,234,"2014-2019",18,18.1164383561644,NA,NA,NA,NA
"4659","Hawaii",16,215.082191780822,16,212.876712328767,14,2015-05-16,218,"2014-2019",19,2.20547945205476,2,202,199.082191780822,0.20547945205476
"4660","Hawaii",NA,206.041095890411,NA,214.061643835616,14,2015-05-23,209,"2014-2019",20,-8.02054794520549,NA,NA,NA,NA
"4661","Hawaii",NA,216,NA,201.157534246575,13,2015-05-30,219,"2014-2019",21,14.8424657534246,NA,NA,NA,NA
"4662","Hawaii",NA,200.958904109589,NA,199.684931506849,11,2015-06-06,204,"2014-2019",22,1.27397260273969,NA,NA,NA,NA
"4663","Hawaii",16,209.917808219178,16,207.643835616438,17,2015-06-13,213,"2014-2019",23,2.27397260273972,-1,197,193.917808219178,3.27397260273972
"4664","Hawaii",11,244.876712328767,11,218.965753424658,11,2015-06-20,248,"2014-2019",24,25.9109589041095,0,237,233.876712328767,25.9109589041095
"4665","Hawaii",NA,202.835616438356,NA,216.493150684932,12,2015-06-27,206,"2014-2019",25,-13.6575342465754,NA,NA,NA,NA
"4666","Hawaii",14,237.794520547945,14,201.520547945206,14,2015-07-04,241,"2014-2019",26,36.2739726027397,0,227,223.794520547945,36.2739726027397
"4667","Hawaii",NA,209.753424657534,NA,198.705479452055,13,2015-07-11,213,"2014-2019",27,11.0479452054794,NA,NA,NA,NA
"4668","Hawaii",14,196.712328767123,14,209.869863013699,11,2015-07-18,200,"2014-2019",28,-13.1575342465754,3,186,182.712328767123,-16.1575342465754
"4669","Hawaii",NA,173.671232876712,NA,199.397260273973,12,2015-07-25,177,"2014-2019",29,-25.7260273972603,NA,NA,NA,NA
"4670","Hawaii",NA,193.630136986301,NA,201.513698630137,15,2015-08-01,197,"2014-2019",30,-7.88356164383563,NA,NA,NA,NA
"4671","Hawaii",NA,192.58904109589,NA,194.678082191781,10,2015-08-08,196,"2014-2019",31,-2.08904109589042,NA,NA,NA,NA
"4672","Hawaii",NA,214.547945205479,NA,204.63698630137,11,2015-08-15,218,"2014-2019",32,9.91095890410958,NA,NA,NA,NA
"4673","Hawaii",13,215.506849315069,13,199.164383561644,13,2015-08-22,219,"2014-2019",33,16.3424657534246,0,206,202.506849315069,16.3424657534246
"4674","Hawaii",NA,188.465753424658,NA,192.191780821918,11,2015-08-29,192,"2014-2019",34,-3.72602739726028,NA,NA,NA,NA
"4675","Hawaii",12,236.424657534247,12,203.945205479452,13,2015-09-05,240,"2014-2019",35,32.4794520547945,-1,228,224.424657534247,33.4794520547945
"4676","Hawaii",NA,194.383561643836,NA,202.041095890411,13,2015-09-12,198,"2014-2019",36,-7.65753424657535,NA,NA,NA,NA
"4677","Hawaii",13,215.342465753425,13,219.568493150685,13,2015-09-19,219,"2014-2019",37,-4.22602739726028,0,206,202.342465753425,-4.22602739726028
"4678","Hawaii",10,224.301369863014,10,208.253424657534,10,2015-09-26,228,"2014-2019",38,16.0479452054795,0,218,214.301369863014,16.0479452054795
"4679","Hawaii",14,217.260273972603,14,199.780821917808,14,2015-10-03,221,"2014-2019",39,17.4794520547945,0,207,203.260273972603,17.4794520547945
"4680","Hawaii",12,225.219178082192,12,202.013698630137,11.5,2015-10-10,229,"2014-2019",40,23.2054794520548,0.5,217,213.219178082192,22.7054794520548
"4681","Hawaii",10,207.178082191781,10,194.904109589041,10,2015-10-17,211,"2014-2019",41,12.2739726027397,0,201,197.178082191781,12.2739726027397
"4682","Hawaii",11,172.13698630137,11,197.294520547945,11,2015-10-24,176,"2014-2019",42,-25.1575342465754,0,165,161.13698630137,-25.1575342465754
"4683","Hawaii",15,165.095890410959,15,181.253424657534,15,2015-10-31,169,"2014-2019",43,-16.1575342465754,0,154,150.095890410959,-16.1575342465754
"4684","Hawaii",10,217.054794520548,10,213.075342465753,11,2015-11-07,221,"2014-2019",44,3.97945205479454,-1,211,207.054794520548,4.97945205479454
"4685","Hawaii",10,183.013698630137,10,199.671232876712,13,2015-11-14,187,"2014-2019",45,-16.6575342465754,-3,177,173.013698630137,-13.6575342465754
"4686","Hawaii",NA,158.972602739726,NA,189.061643835616,14,2015-11-21,163,"2014-2019",46,-30.0890410958905,NA,NA,NA,NA
"4687","Hawaii",NA,199.931506849315,NA,195.86301369863,11,2015-11-28,204,"2014-2019",47,4.06849315068493,NA,NA,NA,NA
"4688","Hawaii",14,205.890410958904,14,202.116438356164,15,2015-12-05,210,"2014-2019",48,3.77397260273972,-1,196,191.890410958904,4.77397260273972
"4689","Hawaii",14,200.849315068493,14,209.280821917808,12.5,2015-12-12,205,"2014-2019",49,-8.43150684931507,1.5,191,186.849315068493,-9.93150684931507
"4690","Hawaii",17,197.808219178082,17,203.534246575342,15,2015-12-19,202,"2014-2019",50,-5.72602739726028,2,185,180.808219178082,-7.72602739726028
"4691","Hawaii",NA,189.767123287671,NA,217.424657534247,14,2015-12-26,194,"2014-2019",51,-27.6575342465754,NA,NA,NA,NA
"4692","Hawaii",15,206.72602739726,15,219.452054794521,13,2016-01-02,211,"2014-2019",52,-12.7260273972603,2,196,191.72602739726,-14.7260273972603
"4693","Hawaii",15,224.684931506849,15,228.979452054795,14.5,2016-01-09,229,"2014-2019",1,-4.29452054794521,0.5,214,209.684931506849,-4.79452054794521
"4694","Hawaii",NA,201.643835616438,NA,221.164383561644,13,2016-01-16,206,"2014-2019",2,-19.5205479452055,NA,NA,NA,NA
"4695","Hawaii",NA,213.602739726027,NA,231.828767123288,16.5,2016-01-23,218,"2014-2019",3,-18.2260273972603,NA,NA,NA,NA
"4696","Hawaii",10,203.561643835616,10,210.356164383562,14,2016-01-30,208,"2014-2019",4,-6.79452054794521,-4,198,193.561643835616,-2.79452054794521
"4697","Hawaii",NA,201.520547945205,NA,216.246575342466,13,2016-02-06,206,"2014-2019",5,-14.7260273972603,NA,NA,NA,NA
"4698","Hawaii",NA,235.479452054795,NA,217.068493150685,11.5,2016-02-13,240,"2014-2019",6,18.4109589041096,NA,NA,NA,NA
"4699","Hawaii",13,215.438356164384,13,220.527397260274,13,2016-02-20,220,"2014-2019",7,-5.08904109589039,0,207,202.438356164384,-5.08904109589039
"4700","Hawaii",NA,211.397260273973,NA,213.554794520548,14,2016-02-27,216,"2014-2019",8,-2.15753424657532,NA,NA,NA,NA
"4701","Hawaii",15,227.356164383562,15,223.082191780822,14.5,2016-03-05,232,"2014-2019",9,4.27397260273975,0.5,217,212.356164383562,3.77397260273975
"4702","Hawaii",13,196.315068493151,13,225.335616438356,12,2016-03-12,201,"2014-2019",10,-29.0205479452055,1,188,183.315068493151,-30.0205479452055
"4703","Hawaii",NA,208.27397260274,NA,221.27397260274,13.5,2016-03-19,213,"2014-2019",11,-13,NA,NA,NA,NA
"4704","Hawaii",15,219.232876712329,15,212.595890410959,15.5,2016-03-26,224,"2014-2019",12,6.63698630136986,-0.5,209,204.232876712329,7.13698630136986
"4705","Hawaii",NA,200.191780821918,NA,219.143835616438,13,2016-04-02,205,"2014-2019",13,-18.9520547945205,NA,NA,NA,NA
"4706","Hawaii",NA,203.150684931507,NA,215.445205479452,15,2016-04-09,208,"2014-2019",14,-12.2945205479452,NA,NA,NA,NA
"4707","Hawaii",NA,201.109589041096,NA,205.198630136986,11,2016-04-16,206,"2014-2019",15,-4.08904109589039,NA,NA,NA,NA
"4708","Hawaii",10,173.068493150685,10,195.068493150685,12,2016-04-23,178,"2014-2019",16,-22,-2,168,163.068493150685,-20
"4709","Hawaii",NA,205.027397260274,NA,201.390410958904,11,2016-04-30,210,"2014-2019",17,3.63698630136986,NA,NA,NA,NA
"4710","Hawaii",NA,184.986301369863,NA,213.006849315069,10.5,2016-05-07,190,"2014-2019",18,-28.0205479452055,NA,NA,NA,NA
"4711","Hawaii",NA,201.945205479452,NA,212.876712328767,14,2016-05-14,207,"2014-2019",19,-10.9315068493151,NA,NA,NA,NA
"4712","Hawaii",12,213.904109589041,12,214.061643835616,14,2016-05-21,219,"2014-2019",20,-0.157534246575324,-2,207,201.904109589041,1.84246575342468
"4713","Hawaii",NA,171.86301369863,NA,201.157534246575,13,2016-05-28,177,"2014-2019",21,-29.2945205479452,NA,NA,NA,NA
"4714","Hawaii",NA,189.821917808219,NA,199.684931506849,11,2016-06-04,195,"2014-2019",22,-9.86301369863017,NA,NA,NA,NA
"4715","Hawaii",NA,184.780821917808,NA,207.643835616438,17,2016-06-11,190,"2014-2019",23,-22.8630136986301,NA,NA,NA,NA
"4716","Hawaii",NA,181.739726027397,NA,218.965753424658,11,2016-06-18,187,"2014-2019",24,-37.2260273972603,NA,NA,NA,NA
"4717","Hawaii",NA,217.698630136986,NA,216.493150684932,12,2016-06-25,223,"2014-2019",25,1.20547945205476,NA,NA,NA,NA
"4718","Hawaii",NA,200.657534246575,NA,201.520547945206,14,2016-07-02,206,"2014-2019",26,-0.863013698630169,NA,NA,NA,NA
"4719","Hawaii",NA,190.616438356164,NA,198.705479452055,13,2016-07-09,196,"2014-2019",27,-8.08904109589042,NA,NA,NA,NA
"4720","Hawaii",11,212.575342465753,11,209.869863013699,11,2016-07-16,218,"2014-2019",28,2.70547945205479,0,207,201.575342465753,2.70547945205479
"4721","Hawaii",NA,198.534246575342,NA,199.397260273973,12,2016-07-23,204,"2014-2019",29,-0.863013698630141,NA,NA,NA,NA
"4722","Hawaii",NA,200.493150684932,NA,201.513698630137,15,2016-07-30,206,"2014-2019",30,-1.02054794520549,NA,NA,NA,NA
"4723","Hawaii",10,201.452054794521,10,194.678082191781,10,2016-08-06,207,"2014-2019",31,6.77397260273972,0,197,191.452054794521,6.77397260273972
"4724","Hawaii",11,197.41095890411,11,204.63698630137,11,2016-08-13,203,"2014-2019",32,-7.22602739726028,0,192,186.41095890411,-7.22602739726028
"4725","Hawaii",NA,204.369863013699,NA,199.164383561644,13,2016-08-20,210,"2014-2019",33,5.20547945205479,NA,NA,NA,NA
"4726","Hawaii",11,188.328767123288,11,192.191780821918,11,2016-08-27,194,"2014-2019",34,-3.86301369863014,0,183,177.328767123288,-3.86301369863014
"4727","Hawaii",13,206.287671232877,13,203.945205479452,13,2016-09-03,212,"2014-2019",35,2.34246575342468,0,199,193.287671232877,2.34246575342468
"4728","Hawaii",NA,202.246575342466,NA,202.041095890411,13,2016-09-10,208,"2014-2019",36,0.205479452054789,NA,NA,NA,NA
"4729","Hawaii",NA,217.205479452055,NA,219.568493150685,13,2016-09-17,223,"2014-2019",37,-2.36301369863014,NA,NA,NA,NA
"4730","Hawaii",10,181.164383561644,10,208.253424657534,10,2016-09-24,187,"2014-2019",38,-27.0890410958904,0,177,171.164383561644,-27.0890410958904
"4731","Hawaii",11,197.123287671233,11,199.780821917808,14,2016-10-01,203,"2014-2019",39,-2.65753424657532,-3,192,186.123287671233,0.342465753424676
"4732","Hawaii",NA,203.082191780822,NA,202.013698630137,11.5,2016-10-08,209,"2014-2019",40,1.06849315068493,NA,NA,NA,NA
"4733","Hawaii",NA,196.041095890411,NA,194.904109589041,10,2016-10-15,202,"2014-2019",41,1.13698630136986,NA,NA,NA,NA
"4734","Hawaii",12,221,12,197.294520547945,11,2016-10-22,227,"2014-2019",42,23.7054794520548,1,215,209,22.7054794520548
"4735","Hawaii",NA,199.958904109589,NA,181.253424657534,15,2016-10-29,206,"2014-2019",43,18.7054794520548,NA,NA,NA,NA
"4736","Hawaii",11,209.917808219178,11,213.075342465753,11,2016-11-05,216,"2014-2019",44,-3.15753424657532,0,205,198.917808219178,-3.15753424657532
"4737","Hawaii",16,196.876712328767,16,199.671232876712,13,2016-11-12,203,"2014-2019",45,-2.79452054794521,3,187,180.876712328767,-5.79452054794521
"4738","Hawaii",16,196.835616438356,16,189.061643835616,14,2016-11-19,203,"2014-2019",46,7.77397260273972,2,187,180.835616438356,5.77397260273972
"4739","Hawaii",12,191.794520547945,12,195.86301369863,11,2016-11-26,198,"2014-2019",47,-4.0684931506849,1,186,179.794520547945,-5.0684931506849
"4740","Hawaii",15,236.753424657534,15,202.116438356164,15,2016-12-03,243,"2014-2019",48,34.6369863013699,0,228,221.753424657534,34.6369863013699
"4741","Hawaii",10,217.712328767123,10,209.280821917808,12.5,2016-12-10,224,"2014-2019",49,8.43150684931507,-2.5,214,207.712328767123,10.9315068493151
"4742","Hawaii",17,221.671232876712,17,203.534246575342,15,2016-12-17,228,"2014-2019",50,18.1369863013699,2,211,204.671232876712,16.1369863013699
"4743","Hawaii",14,216.630136986301,14,217.424657534247,14,2016-12-24,223,"2014-2019",51,-0.794520547945211,0,209,202.630136986301,-0.794520547945211
"4744","Hawaii",13,230.58904109589,13,219.452054794521,13,2016-12-31,237,"2014-2019",52,11.1369863013699,0,224,217.58904109589,11.1369863013699
"4745","Hawaii",14,209.547945205479,14,228.979452054795,14.5,2017-01-07,216,"2014-2019",1,-19.4315068493151,-0.5,202,195.547945205479,-18.9315068493151
"4746","Hawaii",16,255.506849315069,16,221.164383561644,13,2017-01-14,262,"2014-2019",2,34.3424657534247,3,246,239.506849315069,31.3424657534247
"4747","Hawaii",24,256.465753424658,24,231.828767123288,16.5,2017-01-21,263,"2014-2019",3,24.6369863013699,7.5,239,232.465753424658,17.1369863013699
"4748","Hawaii",10,210.424657534247,10,210.356164383562,14,2017-01-28,217,"2014-2019",4,0.0684931506849296,-4,207,200.424657534247,4.06849315068493
"4749","Hawaii",12,214.383561643836,12,216.246575342466,13,2017-02-04,221,"2014-2019",5,-1.86301369863014,-1,209,202.383561643836,-0.863013698630141
"4750","Hawaii",12,206.342465753425,12,217.068493150685,11.5,2017-02-11,213,"2014-2019",6,-10.7260273972603,0.5,201,194.342465753425,-11.2260273972603
"4751","Hawaii",10,221.301369863014,10,220.527397260274,13,2017-02-18,228,"2014-2019",7,0.773972602739747,-3,218,211.301369863014,3.77397260273975
"4752","Hawaii",NA,210.260273972603,NA,213.554794520548,14,2017-02-25,217,"2014-2019",8,-3.29452054794518,NA,NA,NA,NA
"4753","Hawaii",24,215.219178082192,24,223.082191780822,14.5,2017-03-04,222,"2014-2019",9,-7.86301369863011,9.5,198,191.219178082192,-17.3630136986301
"4754","Hawaii",12,239.178082191781,12,225.335616438356,12,2017-03-11,246,"2014-2019",10,13.8424657534247,0,234,227.178082191781,13.8424657534247
"4755","Hawaii",16,217.13698630137,16,221.27397260274,13.5,2017-03-18,224,"2014-2019",11,-4.13698630136986,2.5,208,201.13698630137,-6.63698630136986
"4756","Hawaii",16,197.095890410959,16,212.595890410959,15.5,2017-03-25,204,"2014-2019",12,-15.5,0.5,188,181.095890410959,-16
"4757","Hawaii",14,224.054794520548,14,219.143835616438,13,2017-04-01,231,"2014-2019",13,4.91095890410961,1,217,210.054794520548,3.91095890410961
"4758","Hawaii",16,218.013698630137,16,215.445205479452,15,2017-04-08,225,"2014-2019",14,2.56849315068493,1,209,202.013698630137,1.56849315068493
"4759","Hawaii",NA,204.972602739726,NA,205.198630136986,11,2017-04-15,212,"2014-2019",15,-0.226027397260253,NA,NA,NA,NA
"4760","Hawaii",10,195.931506849315,10,195.068493150685,12,2017-04-22,203,"2014-2019",16,0.863013698630141,-2,193,185.931506849315,2.86301369863014
"4761","Hawaii",14,207.890410958904,14,201.390410958904,11,2017-04-29,215,"2014-2019",17,6.5,3,201,193.890410958904,3.5
"4762","Hawaii",11,213.849315068493,11,213.006849315069,10.5,2017-05-06,221,"2014-2019",18,0.842465753424676,0.5,210,202.849315068493,0.342465753424676
"4763","Hawaii",14,198.808219178082,14,212.876712328767,14,2017-05-13,206,"2014-2019",19,-14.0684931506849,0,192,184.808219178082,-14.0684931506849
"4764","Hawaii",16,230.767123287671,16,214.061643835616,14,2017-05-20,238,"2014-2019",20,16.7054794520548,2,222,214.767123287671,14.7054794520548
"4765","Hawaii",13,206.72602739726,13,201.157534246575,13,2017-05-27,214,"2014-2019",21,5.56849315068493,0,201,193.72602739726,5.56849315068493
"4766","Hawaii",11,203.684931506849,11,199.684931506849,11,2017-06-03,211,"2014-2019",22,4,0,200,192.684931506849,4
"4767","Hawaii",18,217.643835616438,18,207.643835616438,17,2017-06-10,225,"2014-2019",23,10,1,207,199.643835616438,9
"4768","Hawaii",NA,210.602739726027,NA,218.965753424658,11,2017-06-17,218,"2014-2019",24,-8.36301369863017,NA,NA,NA,NA
